155,-9,17,66.83217439473685,3
135,-18,16,44.05032948484849,2
120,-26,16,38.75955926,2
149,-12,18,56.535625769230776,3
109,-29,19,29.715870849999998,2
114,-27,19,38.75955926,2
141,-14,19,29.715870849999998,2
140,-15,20,38.630695369565224,2
136,-18,20,51.68202107317073,3
165,-2,23,29.715870849999998,2
163,-5,23,29.715870849999998,2
137,-16,22,38.75955926,2
115,-27,23,38.75955926,2
122,-25,23,66.83217439473685,3
130,-21,23,38.75955926,2
144,-13,24,51.68202107317073,2
161,-6,24,51.68202107317073,3
166,-2,24,38.630695369565224,2
167,-1,25,38.75955926,2
159,-7,26,66.83217439473685,3
162,-5,29,66.83217439473685,3
157,-8,33,15.954770781249994,1
150,-12,27,66.83217439473685,3
145,-13,28,66.83217439473685,3
152,-11,31,51.68202107317073,2
148,-12,32,56.535625769230776,3
142,-14,27,56.535625769230776,3
134,-19,33,15.954770781249994,1
131,-21,28,38.75955926,2
128,-22,28,66.83217439473685,3
127,-24,28,29.715870849999998,2
123,-25,31,66.83217439473685,3
107,-30,25,29.715870849999998,2
106,-30,24,29.715870849999998,2
108,-30,27,29.715870849999998,2
